
0it [00:00, ?it/s]
Epoch: [9/50]	 Seen Samples: [128448/714500]	Train Loss: 8561.576180633409	Time: 0:01:11.001194: : 10it [11:54, 71.53s/it]
Epoch: [10/50]	 Seen Samples: [142720/714500]	Train Loss: 8550.483328370236	Time: 0:01:12.741502: : 10it [11:54, 71.53s/it]
Epoch: [10/50]	 Seen Samples: [142720/714500]	Train Loss: 8550.483328370236	Time: 0:01:12.741502: : 11it [13:07, 71.77s/it]
Epoch: [11/50]	 Seen Samples: [156992/714500]	Train Loss: 8538.145796839966	Time: 0:01:12.311513: : 11it [13:07, 71.77s/it]
Epoch: [11/50]	 Seen Samples: [156992/714500]	Train Loss: 8538.145796839966	Time: 0:01:12.311513: : 12it [14:19, 71.84s/it]
Epoch: [12/50]	 Seen Samples: [171264/714500]	Train Loss: 8537.427552638033	Time: 0:01:11.986206: : 12it [14:19, 71.84s/it]
Epoch: [12/50]	 Seen Samples: [171264/714500]	Train Loss: 8537.427552638033	Time: 0:01:11.986206: : 13it [15:31, 71.88s/it]
Epoch: [13/50]	 Seen Samples: [185536/714500]	Train Loss: 8529.160278867714	Time: 0:01:11.985425: : 13it [15:31, 71.88s/it]
Epoch: [13/50]	 Seen Samples: [185536/714500]	Train Loss: 8529.160278867714	Time: 0:01:11.985425: : 14it [16:43, 72.00s/it]
Epoch: [14/50]	 Seen Samples: [199808/714500]	Train Loss: 8513.42852701093	Time: 0:01:12.261997: : 14it [16:43, 72.00s/it] 
Epoch: [14/50]	 Seen Samples: [199808/714500]	Train Loss: 8513.42852701093	Time: 0:01:12.261997: : 15it [17:55, 72.12s/it]
Epoch: [15/50]	 Seen Samples: [214080/714500]	Train Loss: 8514.228447747337	Time: 0:01:12.415312: : 15it [17:55, 72.12s/it]
Epoch: [15/50]	 Seen Samples: [214080/714500]	Train Loss: 8514.228447747337	Time: 0:01:12.415312: : 16it [19:07, 72.16s/it]
Epoch: [16/50]	 Seen Samples: [228352/714500]	Train Loss: 8507.619392429233	Time: 0:01:12.233667: : 16it [19:07, 72.16s/it]
Epoch: [16/50]	 Seen Samples: [228352/714500]	Train Loss: 8507.619392429233	Time: 0:01:12.233667: : 17it [20:20, 72.14s/it]
Epoch: [17/50]	 Seen Samples: [242624/714500]	Train Loss: 8495.597546769899	Time: 0:01:12.113353: : 17it [20:20, 72.14s/it]
Epoch: [17/50]	 Seen Samples: [242624/714500]	Train Loss: 8495.597546769899	Time: 0:01:12.113353: : 18it [21:32, 72.20s/it]
Epoch: [18/50]	 Seen Samples: [256896/714500]	Train Loss: 8498.76701320768	Time: 0:01:12.320809: : 18it [21:32, 72.20s/it] 
Epoch: [18/50]	 Seen Samples: [256896/714500]	Train Loss: 8498.76701320768	Time: 0:01:12.320809: : 19it [22:44, 72.11s/it]
Epoch: [19/50]	 Seen Samples: [271168/714500]	Train Loss: 8494.010271423067	Time: 0:01:11.915751: : 19it [22:44, 72.11s/it]
Epoch: [19/50]	 Seen Samples: [271168/714500]	Train Loss: 8494.010271423067	Time: 0:01:11.915751: : 20it [23:56, 72.18s/it]
Epoch: [20/50]	 Seen Samples: [285440/714500]	Train Loss: 8482.570945294983	Time: 0:01:12.332921: : 20it [23:56, 72.18s/it]
Epoch: [20/50]	 Seen Samples: [285440/714500]	Train Loss: 8482.570945294983	Time: 0:01:12.332921: : 21it [25:08, 72.15s/it]
Epoch: [21/50]	 Seen Samples: [299712/714500]	Train Loss: 8473.316373405969	Time: 0:01:12.078776: : 21it [25:08, 72.15s/it]
Epoch: [21/50]	 Seen Samples: [299712/714500]	Train Loss: 8473.316373405969	Time: 0:01:12.078776: : 22it [26:20, 72.17s/it]
Epoch: [22/50]	 Seen Samples: [313984/714500]	Train Loss: 8482.92247057175	Time: 0:01:12.208144: : 22it [26:20, 72.17s/it] 
Epoch: [22/50]	 Seen Samples: [313984/714500]	Train Loss: 8482.92247057175	Time: 0:01:12.208144: : 23it [27:32, 72.08s/it]
Epoch: [23/50]	 Seen Samples: [328256/714500]	Train Loss: 8478.443433821469	Time: 0:01:11.886195: : 23it [27:32, 72.08s/it]
Epoch: [23/50]	 Seen Samples: [328256/714500]	Train Loss: 8478.443433821469	Time: 0:01:11.886195: : 24it [28:44, 72.11s/it]
Epoch: [24/50]	 Seen Samples: [342528/714500]	Train Loss: 8477.57488000981	Time: 0:01:12.162388: : 24it [28:44, 72.11s/it] 
Epoch: [24/50]	 Seen Samples: [342528/714500]	Train Loss: 8477.57488000981	Time: 0:01:12.162388: : 25it [29:58, 72.45s/it]
Epoch: [25/50]	 Seen Samples: [356800/714500]	Train Loss: 8474.4608302095	Time: 0:01:13.238398: : 25it [29:58, 72.45s/it] 
Epoch: [25/50]	 Seen Samples: [356800/714500]	Train Loss: 8474.4608302095	Time: 0:01:13.238398: : 26it [31:10, 72.35s/it]
Epoch: [26/50]	 Seen Samples: [371072/714500]	Train Loss: 8471.725463319786	Time: 0:01:12.138380: : 26it [31:10, 72.35s/it]
Epoch: [26/50]	 Seen Samples: [371072/714500]	Train Loss: 8471.725463319786	Time: 0:01:12.138380: : 27it [32:22, 72.25s/it]
Epoch: [27/50]	 Seen Samples: [385344/714500]	Train Loss: 8466.795143024803	Time: 0:01:11.990872: : 27it [32:22, 72.25s/it]
Epoch: [27/50]	 Seen Samples: [385344/714500]	Train Loss: 8466.795143024803	Time: 0:01:11.990872: : 28it [33:34, 72.21s/it]
Epoch: [28/50]	 Seen Samples: [399616/714500]	Train Loss: 8465.015537415919	Time: 0:01:12.141620: : 28it [33:34, 72.21s/it]
Epoch: [28/50]	 Seen Samples: [399616/714500]	Train Loss: 8465.015537415919	Time: 0:01:12.141620: : 29it [34:47, 72.34s/it]
Epoch: [29/50]	 Seen Samples: [413888/714500]	Train Loss: 8463.144511543582	Time: 0:01:12.625185: : 29it [34:47, 72.34s/it]
Epoch: [29/50]	 Seen Samples: [413888/714500]	Train Loss: 8463.144511543582	Time: 0:01:12.625185: : 30it [36:00, 72.51s/it]
Epoch: [30/50]	 Seen Samples: [428160/714500]	Train Loss: 8463.205281757988	Time: 0:01:12.923495: : 30it [36:00, 72.51s/it]
Epoch: [30/50]	 Seen Samples: [428160/714500]	Train Loss: 8463.205281757988	Time: 0:01:12.923495: : 31it [37:12, 72.59s/it]
Epoch: [31/50]	 Seen Samples: [442432/714500]	Train Loss: 8461.444476072029	Time: 0:01:12.767884: : 31it [37:12, 72.59s/it]
Epoch: [31/50]	 Seen Samples: [442432/714500]	Train Loss: 8461.444476072029	Time: 0:01:12.767884: : 32it [38:24, 72.36s/it]
Epoch: [32/50]	 Seen Samples: [456704/714500]	Train Loss: 8457.1255430213	Time: 0:01:11.819299: : 32it [38:24, 72.36s/it]  
Epoch: [32/50]	 Seen Samples: [456704/714500]	Train Loss: 8457.1255430213	Time: 0:01:11.819299: : 33it [39:36, 72.19s/it]
Epoch: [33/50]	 Seen Samples: [470976/714500]	Train Loss: 8454.425190057455	Time: 0:01:11.788624: : 33it [39:36, 72.19s/it]
Epoch: [33/50]	 Seen Samples: [470976/714500]	Train Loss: 8454.425190057455	Time: 0:01:11.788624: : 34it [40:48, 72.17s/it]
Epoch: [34/50]	 Seen Samples: [485248/714500]	Train Loss: 8454.26080787556	Time: 0:01:12.112613: : 34it [40:48, 72.17s/it] 
Epoch: [34/50]	 Seen Samples: [485248/714500]	Train Loss: 8454.26080787556	Time: 0:01:12.112613: : 35it [42:00, 72.23s/it]
Epoch: [35/50]	 Seen Samples: [499520/714500]	Train Loss: 8446.456056877101	Time: 0:01:12.378315: : 35it [42:00, 72.23s/it]
Epoch: [35/50]	 Seen Samples: [499520/714500]	Train Loss: 8446.456056877101	Time: 0:01:12.378315: : 36it [43:12, 72.09s/it]
Epoch: [36/50]	 Seen Samples: [513792/714500]	Train Loss: 8447.105188480942	Time: 0:01:11.760746: : 36it [43:12, 72.09s/it]
Epoch: [36/50]	 Seen Samples: [513792/714500]	Train Loss: 8447.105188480942	Time: 0:01:11.760746: : 37it [44:24, 71.95s/it]
Epoch: [37/50]	 Seen Samples: [528064/714500]	Train Loss: 8445.351805545824	Time: 0:01:11.622121: : 37it [44:24, 71.95s/it]
Epoch: [37/50]	 Seen Samples: [528064/714500]	Train Loss: 8445.351805545824	Time: 0:01:11.622121: : 38it [45:35, 71.79s/it]
Epoch: [38/50]	 Seen Samples: [542336/714500]	Train Loss: 8450.972995638313	Time: 0:01:11.403080: : 38it [45:35, 71.79s/it]
Epoch: [38/50]	 Seen Samples: [542336/714500]	Train Loss: 8450.972995638313	Time: 0:01:11.403080: : 39it [46:47, 71.75s/it]
Epoch: [39/50]	 Seen Samples: [556608/714500]	Train Loss: 8446.470416287135	Time: 0:01:11.682869: : 39it [46:47, 71.75s/it]
Epoch: [39/50]	 Seen Samples: [556608/714500]	Train Loss: 8446.470416287135	Time: 0:01:11.682869: : 40it [47:59, 71.87s/it]
Epoch: [40/50]	 Seen Samples: [570880/714500]	Train Loss: 8440.890465159053	Time: 0:01:12.134395: : 40it [47:59, 71.87s/it]
Epoch: [40/50]	 Seen Samples: [570880/714500]	Train Loss: 8440.890465159053	Time: 0:01:12.134395: : 41it [49:11, 71.85s/it]
Epoch: [41/50]	 Seen Samples: [585152/714500]	Train Loss: 8439.889558663817	Time: 0:01:11.796283: : 41it [49:11, 71.85s/it]
Epoch: [41/50]	 Seen Samples: [585152/714500]	Train Loss: 8439.889558663817	Time: 0:01:11.796283: : 42it [50:22, 71.78s/it]
Epoch: [42/50]	 Seen Samples: [599424/714500]	Train Loss: 8449.835554319647	Time: 0:01:11.629154: : 42it [50:22, 71.78s/it]
Epoch: [42/50]	 Seen Samples: [599424/714500]	Train Loss: 8449.835554319647	Time: 0:01:11.629154: : 43it [51:34, 71.82s/it]
Epoch: [43/50]	 Seen Samples: [613696/714500]	Train Loss: 8442.053485408493	Time: 0:01:11.918908: : 43it [51:34, 71.82s/it]
Epoch: [43/50]	 Seen Samples: [613696/714500]	Train Loss: 8442.053485408493	Time: 0:01:11.918908: : 44it [52:46, 71.75s/it]
Epoch: [44/50]	 Seen Samples: [627968/714500]	Train Loss: 8451.06116434277	Time: 0:01:11.570634: : 44it [52:46, 71.75s/it] 
Epoch: [44/50]	 Seen Samples: [627968/714500]	Train Loss: 8451.06116434277	Time: 0:01:11.570634: : 45it [53:58, 71.75s/it]
Epoch: [45/50]	 Seen Samples: [642240/714500]	Train Loss: 8435.33337785524	Time: 0:01:11.740903: : 45it [53:58, 71.75s/it]
Epoch: [45/50]	 Seen Samples: [642240/714500]	Train Loss: 8435.33337785524	Time: 0:01:11.740903: : 46it [55:09, 71.71s/it]
Epoch: [46/50]	 Seen Samples: [656512/714500]	Train Loss: 8435.251690372757	Time: 0:01:11.633156: : 46it [55:09, 71.71s/it]
Epoch: [46/50]	 Seen Samples: [656512/714500]	Train Loss: 8435.251690372757	Time: 0:01:11.633156: : 47it [56:21, 71.67s/it]
Epoch: [47/50]	 Seen Samples: [670784/714500]	Train Loss: 8447.743155304091	Time: 0:01:11.581976: : 47it [56:21, 71.67s/it]
Epoch: [47/50]	 Seen Samples: [670784/714500]	Train Loss: 8447.743155304091	Time: 0:01:11.581976: : 48it [57:32, 71.57s/it]
Epoch: [48/50]	 Seen Samples: [685056/714500]	Train Loss: 8433.565622372478	Time: 0:01:11.312371: : 48it [57:32, 71.57s/it]
Epoch: [48/50]	 Seen Samples: [685056/714500]	Train Loss: 8433.565622372478	Time: 0:01:11.312371: : 49it [58:44, 71.51s/it]
Epoch: [49/50]	 Seen Samples: [699328/714500]	Train Loss: 8430.1452910419	Time: 0:01:11.365547: : 49it [58:44, 71.51s/it]  
Epoch: [49/50]	 Seen Samples: [699328/714500]	Train Loss: 8430.1452910419	Time: 0:01:11.365547: : 50it [59:56, 71.66s/it]
Epoch: [50/50]	 Seen Samples: [713600/714500]	Train Loss: 8434.294346009669	Time: 0:01:12.035941: : 50it [59:56, 71.66s/it]
Epoch: [50/50]	 Seen Samples: [713600/714500]	Train Loss: 8434.294346009669	Time: 0:01:12.035941: : 50it [59:56, 71.92s/it]

  0%|          | 0/224 [00:00<?, ?it/s]
  0%|          | 1/224 [00:24<1:30:22, 24.32s/it]
  5%|▌         | 12/224 [00:24<05:10,  1.46s/it] 
 12%|█▏        | 26/224 [00:24<01:47,  1.84it/s]
 18%|█▊        | 40/224 [00:24<00:53,  3.45it/s]
 24%|██▍       | 54/224 [00:24<00:29,  5.69it/s]
 31%|███       | 69/224 [00:24<00:17,  8.98it/s]
 38%|███▊      | 84/224 [00:24<00:10, 13.42it/s]
 44%|████▍     | 98/224 [00:25<00:06, 18.87it/s]
 50%|█████     | 112/224 [00:25<00:04, 25.86it/s]
 56%|█████▋    | 126/224 [00:25<00:02, 34.59it/s]
 62%|██████▎   | 140/224 [00:25<00:01, 44.91it/s]
 69%|██████▉   | 154/224 [00:25<00:01, 56.51it/s]
 75%|███████▌  | 168/224 [00:25<00:00, 68.76it/s]
 81%|████████▏ | 182/224 [00:25<00:00, 80.90it/s]
 88%|████████▊ | 196/224 [00:25<00:00, 91.59it/s]
 94%|█████████▍| 210/224 [00:25<00:00, 100.32it/s]
 94%|█████████▍| 210/224 [00:36<00:00, 100.32it/s]
100%|██████████| 224/224 [01:05<00:00,  3.40it/s] 

  0%|          | 0/224 [00:00<?, ?it/s]
  0%|          | 1/224 [00:23<1:27:16, 23.48s/it]
  6%|▋         | 14/224 [00:23<04:13,  1.21s/it] 
 13%|█▎        | 29/224 [00:23<01:32,  2.10it/s]
 20%|█▉        | 44/224 [00:23<00:46,  3.89it/s]
 26%|██▋       | 59/224 [00:23<00:25,  6.36it/s]
 33%|███▎      | 74/224 [00:24<00:15,  9.73it/s]
 39%|███▉      | 88/224 [00:24<00:09, 13.97it/s]
 46%|████▌     | 103/224 [00:24<00:06, 19.99it/s]
 53%|█████▎    | 118/224 [00:24<00:03, 27.60it/s]
 59%|█████▉    | 133/224 [00:24<00:02, 36.90it/s]
 66%|██████▌   | 147/224 [00:24<00:01, 46.95it/s]
 72%|███████▏  | 162/224 [00:24<00:01, 59.25it/s]
 79%|███████▉  | 177/224 [00:24<00:00, 72.12it/s]
 86%|████████▌ | 192/224 [00:24<00:00, 84.85it/s]
 92%|█████████▏| 207/224 [00:24<00:00, 96.90it/s]
 99%|█████████▉| 222/224 [00:25<00:00, 108.15it/s]
 99%|█████████▉| 222/224 [00:40<00:00, 108.15it/s]
100%|██████████| 224/224 [01:05<00:00,  3.44it/s] 
