
0it [00:00, ?it/s]
Epoch: [30/50]	 Seen Samples: [979200/1633050]	Train Loss: 898.0366165460325	Time: 0:01:19.054919: : 31it [40:37, 79.08s/it]
Epoch: [31/50]	 Seen Samples: [1011840/1633050]	Train Loss: 900.4656433105469	Time: 0:01:18.973489: : 31it [40:37, 79.08s/it]
Epoch: [31/50]	 Seen Samples: [1011840/1633050]	Train Loss: 900.4656433105469	Time: 0:01:18.973489: : 32it [41:56, 79.07s/it]
Epoch: [32/50]	 Seen Samples: [1044480/1633050]	Train Loss: 899.0284824745328	Time: 0:01:19.048442: : 32it [41:56, 79.07s/it]
Epoch: [32/50]	 Seen Samples: [1044480/1633050]	Train Loss: 899.0284824745328	Time: 0:01:19.048442: : 33it [43:15, 79.01s/it]
Epoch: [33/50]	 Seen Samples: [1077120/1633050]	Train Loss: 899.9343807444853	Time: 0:01:18.870245: : 33it [43:15, 79.01s/it]
Epoch: [33/50]	 Seen Samples: [1077120/1633050]	Train Loss: 899.9343807444853	Time: 0:01:18.870245: : 34it [44:34, 78.97s/it]
Epoch: [34/50]	 Seen Samples: [1109760/1633050]	Train Loss: 898.3486948649089	Time: 0:01:18.886214: : 34it [44:34, 78.97s/it]
Epoch: [34/50]	 Seen Samples: [1109760/1633050]	Train Loss: 898.3486948649089	Time: 0:01:18.886214: : 35it [45:54, 79.26s/it]
Epoch: [35/50]	 Seen Samples: [1142400/1633050]	Train Loss: 898.5666199927236	Time: 0:01:19.930122: : 35it [45:54, 79.26s/it]
Epoch: [35/50]	 Seen Samples: [1142400/1633050]	Train Loss: 898.5666199927236	Time: 0:01:19.930122: : 36it [47:13, 79.26s/it]
Epoch: [36/50]	 Seen Samples: [1175040/1633050]	Train Loss: 899.8790023504519	Time: 0:01:19.255038: : 36it [47:13, 79.26s/it]
Epoch: [36/50]	 Seen Samples: [1175040/1633050]	Train Loss: 899.8790023504519	Time: 0:01:19.255038: : 37it [48:32, 79.25s/it]
Epoch: [37/50]	 Seen Samples: [1207680/1633050]	Train Loss: 899.626449285769	Time: 0:01:19.216211: : 37it [48:32, 79.25s/it] 
Epoch: [37/50]	 Seen Samples: [1207680/1633050]	Train Loss: 899.626449285769	Time: 0:01:19.216211: : 38it [49:51, 79.17s/it]
Epoch: [38/50]	 Seen Samples: [1240320/1633050]	Train Loss: 898.5862721162683	Time: 0:01:18.980593: : 38it [49:51, 79.17s/it]
Epoch: [38/50]	 Seen Samples: [1240320/1633050]	Train Loss: 898.5862721162683	Time: 0:01:18.980593: : 39it [51:10, 79.17s/it]
Epoch: [39/50]	 Seen Samples: [1272960/1633050]	Train Loss: 898.4475735533471	Time: 0:01:19.179030: : 39it [51:10, 79.17s/it]
Epoch: [39/50]	 Seen Samples: [1272960/1633050]	Train Loss: 898.4475735533471	Time: 0:01:19.179030: : 40it [52:29, 79.12s/it]
Epoch: [40/50]	 Seen Samples: [1305600/1633050]	Train Loss: 896.9689845664828	Time: 0:01:18.990728: : 40it [52:29, 79.12s/it]
Epoch: [40/50]	 Seen Samples: [1305600/1633050]	Train Loss: 896.9689845664828	Time: 0:01:18.990728: : 41it [53:49, 79.22s/it]
Epoch: [41/50]	 Seen Samples: [1338240/1633050]	Train Loss: 898.131587787703	Time: 0:01:19.470389: : 41it [53:49, 79.22s/it] 
Epoch: [41/50]	 Seen Samples: [1338240/1633050]	Train Loss: 898.131587787703	Time: 0:01:19.470389: : 42it [55:08, 79.42s/it]
Epoch: [42/50]	 Seen Samples: [1370880/1633050]	Train Loss: 898.1094639198453	Time: 0:01:19.866268: : 42it [55:08, 79.42s/it]
Epoch: [42/50]	 Seen Samples: [1370880/1633050]	Train Loss: 898.1094639198453	Time: 0:01:19.866268: : 43it [56:28, 79.46s/it]
Epoch: [43/50]	 Seen Samples: [1403520/1633050]	Train Loss: 899.4856957529105	Time: 0:01:19.576308: : 43it [56:28, 79.46s/it]
Epoch: [43/50]	 Seen Samples: [1403520/1633050]	Train Loss: 899.4856957529105	Time: 0:01:19.576308: : 44it [57:49, 79.93s/it]
Epoch: [44/50]	 Seen Samples: [1436160/1633050]	Train Loss: 898.7251671884574	Time: 0:01:21.012557: : 44it [57:49, 79.93s/it]
Epoch: [44/50]	 Seen Samples: [1436160/1633050]	Train Loss: 898.7251671884574	Time: 0:01:21.012557: : 45it [59:08, 79.73s/it]
Epoch: [45/50]	 Seen Samples: [1468800/1633050]	Train Loss: 897.8084356569776	Time: 0:01:19.270003: : 45it [59:08, 79.73s/it]
Epoch: [45/50]	 Seen Samples: [1468800/1633050]	Train Loss: 897.8084356569776	Time: 0:01:19.270003: : 46it [1:00:28, 79.58s/it]
Epoch: [46/50]	 Seen Samples: [1501440/1633050]	Train Loss: 898.2955724379595	Time: 0:01:19.237602: : 46it [1:00:28, 79.58s/it]
Epoch: [46/50]	 Seen Samples: [1501440/1633050]	Train Loss: 898.2955724379595	Time: 0:01:19.237602: : 47it [1:01:47, 79.44s/it]
Epoch: [47/50]	 Seen Samples: [1534080/1633050]	Train Loss: 898.5118493173636	Time: 0:01:19.102678: : 47it [1:01:47, 79.44s/it]
Epoch: [47/50]	 Seen Samples: [1534080/1633050]	Train Loss: 898.5118493173636	Time: 0:01:19.102678: : 48it [1:03:06, 79.34s/it]
Epoch: [48/50]	 Seen Samples: [1566720/1633050]	Train Loss: 897.9807041542202	Time: 0:01:19.103800: : 48it [1:03:06, 79.34s/it]
Epoch: [48/50]	 Seen Samples: [1566720/1633050]	Train Loss: 897.9807041542202	Time: 0:01:19.103800: : 49it [1:04:25, 79.40s/it]
Epoch: [49/50]	 Seen Samples: [1599360/1633050]	Train Loss: 898.55132745481	Time: 0:01:19.527155: : 49it [1:04:25, 79.40s/it]  
Epoch: [49/50]	 Seen Samples: [1599360/1633050]	Train Loss: 898.55132745481	Time: 0:01:19.527155: : 50it [1:05:45, 79.36s/it]
Epoch: [50/50]	 Seen Samples: [1632000/1633050]	Train Loss: 898.1248107910156	Time: 0:01:19.262580: : 50it [1:05:45, 79.36s/it]
Epoch: [50/50]	 Seen Samples: [1632000/1633050]	Train Loss: 898.1248107910156	Time: 0:01:19.262580: : 50it [1:05:45, 78.90s/it]

  0%|          | 0/511 [00:00<?, ?it/s]
  0%|          | 1/511 [00:24<3:24:24, 24.05s/it]
  2%|▏         | 10/511 [00:24<14:34,  1.75s/it] 
  6%|▋         | 32/511 [00:24<03:18,  2.41it/s]
 10%|█         | 53/511 [00:24<01:34,  4.86it/s]
 14%|█▍        | 73/511 [00:24<00:54,  8.09it/s]
 18%|█▊        | 93/511 [00:24<00:33, 12.52it/s]
 22%|██▏       | 113/511 [00:24<00:21, 18.48it/s]
 26%|██▌       | 133/511 [00:24<00:14, 26.36it/s]
 30%|██▉       | 153/511 [00:24<00:09, 36.47it/s]
 34%|███▍      | 173/511 [00:24<00:06, 48.70it/s]
 38%|███▊      | 192/511 [00:25<00:05, 61.78it/s]
 41%|████▏     | 211/511 [00:25<00:03, 76.48it/s]
 45%|████▍     | 229/511 [00:25<00:03, 91.60it/s]
 49%|████▊     | 249/511 [00:25<00:02, 110.30it/s]
 53%|█████▎    | 270/511 [00:25<00:01, 129.99it/s]
 57%|█████▋    | 291/511 [00:25<00:01, 146.65it/s]
 61%|██████    | 311/511 [00:25<00:01, 158.71it/s]
 65%|██████▍   | 331/511 [00:25<00:01, 167.13it/s]
 69%|██████▊   | 351/511 [00:25<00:00, 173.33it/s]
 73%|███████▎  | 372/511 [00:26<00:00, 182.98it/s]
 77%|███████▋  | 393/511 [00:26<00:00, 189.61it/s]
 81%|████████  | 414/511 [00:26<00:00, 193.10it/s]
 85%|████████▌ | 435/511 [00:26<00:00, 194.42it/s]
 89%|████████▉ | 455/511 [00:26<00:00, 188.31it/s]
 93%|█████████▎| 475/511 [00:26<00:00, 189.39it/s]
 97%|█████████▋| 495/511 [00:26<00:00, 189.51it/s]
 97%|█████████▋| 495/511 [00:40<00:00, 189.51it/s]
100%|██████████| 511/511 [01:06<00:00,  7.65it/s] 

  0%|          | 0/511 [00:00<?, ?it/s]
  0%|          | 1/511 [00:23<3:20:25, 23.58s/it]
  4%|▎         | 19/511 [00:23<07:16,  1.13it/s] 
  7%|▋         | 38/511 [00:23<02:52,  2.74it/s]
 12%|█▏        | 60/511 [00:23<01:24,  5.35it/s]
 16%|█▌        | 83/511 [00:23<00:46,  9.14it/s]
 20%|██        | 104/511 [00:24<00:29, 13.86it/s]
 24%|██▍       | 125/511 [00:24<00:19, 20.16it/s]
 28%|██▊       | 145/511 [00:24<00:13, 28.05it/s]
 33%|███▎      | 167/511 [00:24<00:08, 39.34it/s]
 37%|███▋      | 190/511 [00:24<00:05, 54.00it/s]
 41%|████▏     | 211/511 [00:24<00:04, 69.19it/s]
 45%|████▌     | 232/511 [00:24<00:03, 86.11it/s]
 50%|████▉     | 253/511 [00:24<00:02, 104.29it/s]
 54%|█████▎    | 274/511 [00:24<00:01, 122.09it/s]
 58%|█████▊    | 295/511 [00:25<00:01, 137.69it/s]
 62%|██████▏   | 316/511 [00:25<00:01, 151.37it/s]
 66%|██████▌   | 336/511 [00:25<00:01, 159.22it/s]
 70%|██████▉   | 357/511 [00:25<00:00, 170.35it/s]
 74%|███████▍  | 379/511 [00:25<00:00, 182.60it/s]
 78%|███████▊  | 401/511 [00:25<00:00, 190.51it/s]
 83%|████████▎ | 422/511 [00:25<00:00, 192.27it/s]
 87%|████████▋ | 443/511 [00:25<00:00, 187.27it/s]
 91%|█████████ | 463/511 [00:25<00:00, 187.44it/s]
 95%|█████████▍| 483/511 [00:26<00:00, 188.54it/s]
 98%|█████████▊| 503/511 [00:26<00:00, 188.64it/s]
 98%|█████████▊| 503/511 [00:43<00:00, 188.64it/s]
100%|██████████| 511/511 [01:06<00:00,  7.72it/s] 
