
0it [00:00, ?it/s]
Epoch: [8/50]	 Seen Samples: [261120/1633050]	Train Loss: 901.7925022499234	Time: 0:01:18.447867: : 8it [10:30, 78.63s/it]
Epoch: [8/50]	 Seen Samples: [261120/1633050]	Train Loss: 901.7925022499234	Time: 0:01:18.447867: : 9it [11:49, 78.69s/it]
Epoch: [9/50]	 Seen Samples: [293760/1633050]	Train Loss: 895.9261100021063	Time: 0:01:18.828821: : 9it [11:49, 78.69s/it]
Epoch: [9/50]	 Seen Samples: [293760/1633050]	Train Loss: 895.9261100021063	Time: 0:01:18.828821: : 10it [13:08, 78.77s/it]
Epoch: [10/50]	 Seen Samples: [326400/1633050]	Train Loss: 896.9321442248774	Time: 0:01:18.961804: : 10it [13:08, 78.77s/it]
Epoch: [10/50]	 Seen Samples: [326400/1633050]	Train Loss: 896.9321442248774	Time: 0:01:18.961804: : 11it [14:27, 78.94s/it]
Epoch: [11/50]	 Seen Samples: [359040/1633050]	Train Loss: 893.9578364353554	Time: 0:01:19.309847: : 11it [14:27, 78.94s/it]
Epoch: [11/50]	 Seen Samples: [359040/1633050]	Train Loss: 893.9578364353554	Time: 0:01:19.309847: : 12it [15:46, 78.80s/it]
Epoch: [12/50]	 Seen Samples: [391680/1633050]	Train Loss: 892.5738465552237	Time: 0:01:18.496026: : 12it [15:46, 78.80s/it]
Epoch: [12/50]	 Seen Samples: [391680/1633050]	Train Loss: 892.5738465552237	Time: 0:01:18.496026: : 13it [17:05, 78.90s/it]
Epoch: [13/50]	 Seen Samples: [424320/1633050]	Train Loss: 893.0065529019225	Time: 0:01:19.106543: : 13it [17:05, 78.90s/it]
Epoch: [13/50]	 Seen Samples: [424320/1633050]	Train Loss: 893.0065529019225	Time: 0:01:19.106543: : 14it [18:24, 78.90s/it]
Epoch: [14/50]	 Seen Samples: [456960/1633050]	Train Loss: 891.9301152248008	Time: 0:01:18.921403: : 14it [18:24, 78.90s/it]
Epoch: [14/50]	 Seen Samples: [456960/1633050]	Train Loss: 891.9301152248008	Time: 0:01:18.921403: : 15it [19:43, 79.01s/it]
Epoch: [15/50]	 Seen Samples: [489600/1633050]	Train Loss: 890.5747320436964	Time: 0:01:19.242434: : 15it [19:43, 79.01s/it]
Epoch: [15/50]	 Seen Samples: [489600/1633050]	Train Loss: 890.5747320436964	Time: 0:01:19.242434: : 16it [21:02, 78.98s/it]
Epoch: [16/50]	 Seen Samples: [522240/1633050]	Train Loss: 889.3020281623392	Time: 0:01:18.927367: : 16it [21:02, 78.98s/it]
Epoch: [16/50]	 Seen Samples: [522240/1633050]	Train Loss: 889.3020281623392	Time: 0:01:18.927367: : 17it [22:21, 78.94s/it]
Epoch: [17/50]	 Seen Samples: [554880/1633050]	Train Loss: 888.482213158701	Time: 0:01:18.854653: : 17it [22:21, 78.94s/it] 
Epoch: [17/50]	 Seen Samples: [554880/1633050]	Train Loss: 888.482213158701	Time: 0:01:18.854653: : 18it [23:40, 78.97s/it]
Epoch: [18/50]	 Seen Samples: [587520/1633050]	Train Loss: 888.112978108724	Time: 0:01:19.016261: : 18it [23:40, 78.97s/it]
Epoch: [18/50]	 Seen Samples: [587520/1633050]	Train Loss: 888.112978108724	Time: 0:01:19.016261: : 19it [24:59, 79.07s/it]
Epoch: [19/50]	 Seen Samples: [620160/1633050]	Train Loss: 888.2823236203661	Time: 0:01:19.313131: : 19it [24:59, 79.07s/it]
Epoch: [19/50]	 Seen Samples: [620160/1633050]	Train Loss: 888.2823236203661	Time: 0:01:19.313131: : 20it [26:19, 79.15s/it]
Epoch: [20/50]	 Seen Samples: [652800/1633050]	Train Loss: 888.1792113659428	Time: 0:01:19.334767: : 20it [26:19, 79.15s/it]
Epoch: [20/50]	 Seen Samples: [652800/1633050]	Train Loss: 888.1792113659428	Time: 0:01:19.334767: : 21it [27:37, 79.03s/it]
Epoch: [21/50]	 Seen Samples: [685440/1633050]	Train Loss: 885.887050075157	Time: 0:01:18.763551: : 21it [27:37, 79.03s/it] 
Epoch: [21/50]	 Seen Samples: [685440/1633050]	Train Loss: 885.887050075157	Time: 0:01:18.763551: : 22it [28:56, 78.86s/it]
Epoch: [22/50]	 Seen Samples: [718080/1633050]	Train Loss: 888.620010435815	Time: 0:01:18.441422: : 22it [28:56, 78.86s/it]
Epoch: [22/50]	 Seen Samples: [718080/1633050]	Train Loss: 888.620010435815	Time: 0:01:18.441422: : 23it [30:15, 78.98s/it]
Epoch: [23/50]	 Seen Samples: [750720/1633050]	Train Loss: 885.6153515385646	Time: 0:01:19.275305: : 23it [30:15, 78.98s/it]
Epoch: [23/50]	 Seen Samples: [750720/1633050]	Train Loss: 885.6153515385646	Time: 0:01:19.275305: : 24it [31:35, 79.15s/it]
Epoch: [24/50]	 Seen Samples: [783360/1633050]	Train Loss: 884.8980681774663	Time: 0:01:19.526461: : 24it [31:35, 79.15s/it]
Epoch: [24/50]	 Seen Samples: [783360/1633050]	Train Loss: 884.8980681774663	Time: 0:01:19.526461: : 25it [32:54, 79.17s/it]
Epoch: [25/50]	 Seen Samples: [816000/1633050]	Train Loss: 887.163882745481	Time: 0:01:19.232579: : 25it [32:54, 79.17s/it] 
Epoch: [25/50]	 Seen Samples: [816000/1633050]	Train Loss: 887.163882745481	Time: 0:01:19.232579: : 26it [34:13, 79.26s/it]
Epoch: [26/50]	 Seen Samples: [848640/1633050]	Train Loss: 884.5082950367647	Time: 0:01:19.476792: : 26it [34:13, 79.26s/it]
Epoch: [26/50]	 Seen Samples: [848640/1633050]	Train Loss: 884.5082950367647	Time: 0:01:19.476792: : 27it [35:33, 79.25s/it]
Epoch: [27/50]	 Seen Samples: [881280/1633050]	Train Loss: 884.5191985485601	Time: 0:01:19.205742: : 27it [35:33, 79.25s/it]
Epoch: [27/50]	 Seen Samples: [881280/1633050]	Train Loss: 884.5191985485601	Time: 0:01:19.205742: : 28it [36:52, 79.40s/it]
Epoch: [28/50]	 Seen Samples: [913920/1633050]	Train Loss: 885.3118445302925	Time: 0:01:19.748448: : 28it [36:52, 79.40s/it]
Epoch: [28/50]	 Seen Samples: [913920/1633050]	Train Loss: 885.3118445302925	Time: 0:01:19.748448: : 29it [38:13, 79.68s/it]
Epoch: [29/50]	 Seen Samples: [946560/1633050]	Train Loss: 884.5311331954657	Time: 0:01:20.348787: : 29it [38:13, 79.68s/it]
Epoch: [29/50]	 Seen Samples: [946560/1633050]	Train Loss: 884.5311331954657	Time: 0:01:20.348787: : 30it [39:33, 79.88s/it]
Epoch: [30/50]	 Seen Samples: [979200/1633050]	Train Loss: 884.5529842601103	Time: 0:01:20.341855: : 30it [39:33, 79.88s/it]
Epoch: [30/50]	 Seen Samples: [979200/1633050]	Train Loss: 884.5529842601103	Time: 0:01:20.341855: : 31it [40:53, 79.90s/it]
Epoch: [31/50]	 Seen Samples: [1011840/1633050]	Train Loss: 884.7596077713312	Time: 0:01:19.943983: : 31it [40:53, 79.90s/it]
Epoch: [31/50]	 Seen Samples: [1011840/1633050]	Train Loss: 884.7596077713312	Time: 0:01:19.943983: : 32it [42:13, 79.91s/it]
Epoch: [32/50]	 Seen Samples: [1044480/1633050]	Train Loss: 884.9557781144684	Time: 0:01:19.933037: : 32it [42:13, 79.91s/it]
Epoch: [32/50]	 Seen Samples: [1044480/1633050]	Train Loss: 884.9557781144684	Time: 0:01:19.933037: : 33it [43:33, 79.99s/it]
Epoch: [33/50]	 Seen Samples: [1077120/1633050]	Train Loss: 884.1481957529105	Time: 0:01:20.166128: : 33it [43:33, 79.99s/it]
Epoch: [33/50]	 Seen Samples: [1077120/1633050]	Train Loss: 884.1481957529105	Time: 0:01:20.166128: : 34it [44:53, 80.07s/it]
Epoch: [34/50]	 Seen Samples: [1109760/1633050]	Train Loss: 882.9638300278608	Time: 0:01:20.268881: : 34it [44:53, 80.07s/it]
Epoch: [34/50]	 Seen Samples: [1109760/1633050]	Train Loss: 882.9638300278608	Time: 0:01:20.268881: : 35it [46:14, 80.16s/it]
Epoch: [35/50]	 Seen Samples: [1142400/1633050]	Train Loss: 883.8550527535233	Time: 0:01:20.373494: : 35it [46:14, 80.16s/it]
Epoch: [35/50]	 Seen Samples: [1142400/1633050]	Train Loss: 883.8550527535233	Time: 0:01:20.373494: : 36it [47:34, 80.08s/it]
Epoch: [36/50]	 Seen Samples: [1175040/1633050]	Train Loss: 882.4364591710707	Time: 0:01:19.873821: : 36it [47:34, 80.08s/it]
Epoch: [36/50]	 Seen Samples: [1175040/1633050]	Train Loss: 882.4364591710707	Time: 0:01:19.873821: : 37it [48:54, 80.04s/it]
Epoch: [37/50]	 Seen Samples: [1207680/1633050]	Train Loss: 883.3475269990809	Time: 0:01:19.946332: : 37it [48:54, 80.04s/it]
Epoch: [37/50]	 Seen Samples: [1207680/1633050]	Train Loss: 883.3475269990809	Time: 0:01:19.946332: : 38it [50:14, 80.21s/it]
Epoch: [38/50]	 Seen Samples: [1240320/1633050]	Train Loss: 882.9474182128906	Time: 0:01:20.604467: : 38it [50:14, 80.21s/it]
Epoch: [38/50]	 Seen Samples: [1240320/1633050]	Train Loss: 882.9474182128906	Time: 0:01:20.604467: : 39it [51:35, 80.41s/it]
Epoch: [39/50]	 Seen Samples: [1272960/1633050]	Train Loss: 881.8924489937576	Time: 0:01:20.869915: : 39it [51:35, 80.41s/it]
Epoch: [39/50]	 Seen Samples: [1272960/1633050]	Train Loss: 881.8924489937576	Time: 0:01:20.869915: : 40it [52:55, 80.34s/it]
Epoch: [40/50]	 Seen Samples: [1305600/1633050]	Train Loss: 881.5662783753638	Time: 0:01:20.175726: : 40it [52:55, 80.34s/it]
Epoch: [40/50]	 Seen Samples: [1305600/1633050]	Train Loss: 881.5662783753638	Time: 0:01:20.175726: : 41it [54:16, 80.46s/it]
Epoch: [41/50]	 Seen Samples: [1338240/1633050]	Train Loss: 883.362096270393	Time: 0:01:20.735298: : 41it [54:16, 80.46s/it] 
Epoch: [41/50]	 Seen Samples: [1338240/1633050]	Train Loss: 883.362096270393	Time: 0:01:20.735298: : 42it [55:36, 80.31s/it]
Epoch: [42/50]	 Seen Samples: [1370880/1633050]	Train Loss: 881.5330377316942	Time: 0:01:19.958624: : 42it [55:36, 80.31s/it]
Epoch: [42/50]	 Seen Samples: [1370880/1633050]	Train Loss: 881.5330377316942	Time: 0:01:19.958624: : 43it [56:56, 80.22s/it]
Epoch: [43/50]	 Seen Samples: [1403520/1633050]	Train Loss: 882.9071741440717	Time: 0:01:20.004953: : 43it [56:56, 80.22s/it]
Epoch: [43/50]	 Seen Samples: [1403520/1633050]	Train Loss: 882.9071741440717	Time: 0:01:20.004953: : 44it [58:18, 80.73s/it]
Epoch: [44/50]	 Seen Samples: [1436160/1633050]	Train Loss: 881.5450279086244	Time: 0:01:21.936266: : 44it [58:18, 80.73s/it]
Epoch: [44/50]	 Seen Samples: [1436160/1633050]	Train Loss: 881.5450279086244	Time: 0:01:21.936266: : 45it [59:38, 80.50s/it]
Epoch: [45/50]	 Seen Samples: [1468800/1633050]	Train Loss: 881.9080382104014	Time: 0:01:19.963251: : 45it [59:38, 80.50s/it]
Epoch: [45/50]	 Seen Samples: [1468800/1633050]	Train Loss: 881.9080382104014	Time: 0:01:19.963251: : 46it [1:00:58, 80.42s/it]
Epoch: [46/50]	 Seen Samples: [1501440/1633050]	Train Loss: 880.5016232958027	Time: 0:01:20.228498: : 46it [1:00:58, 80.42s/it]
Epoch: [46/50]	 Seen Samples: [1501440/1633050]	Train Loss: 880.5016232958027	Time: 0:01:20.228498: : 47it [1:02:19, 80.58s/it]
Epoch: [47/50]	 Seen Samples: [1534080/1633050]	Train Loss: 882.5856310676126	Time: 0:01:20.960783: : 47it [1:02:19, 80.58s/it]
Epoch: [47/50]	 Seen Samples: [1534080/1633050]	Train Loss: 882.5856310676126	Time: 0:01:20.960783: : 48it [1:03:39, 80.37s/it]
Epoch: [48/50]	 Seen Samples: [1566720/1633050]	Train Loss: 881.9084613874846	Time: 0:01:19.877194: : 48it [1:03:39, 80.37s/it]
Epoch: [48/50]	 Seen Samples: [1566720/1633050]	Train Loss: 881.9084613874846	Time: 0:01:19.877194: : 49it [1:04:59, 80.19s/it]
Epoch: [49/50]	 Seen Samples: [1599360/1633050]	Train Loss: 879.9551603429458	Time: 0:01:19.774036: : 49it [1:04:59, 80.19s/it]
Epoch: [49/50]	 Seen Samples: [1599360/1633050]	Train Loss: 879.9551603429458	Time: 0:01:19.774036: : 50it [1:06:18, 80.10s/it]
Epoch: [50/50]	 Seen Samples: [1632000/1633050]	Train Loss: 879.6183892343558	Time: 0:01:19.895646: : 50it [1:06:18, 80.10s/it]
Epoch: [50/50]	 Seen Samples: [1632000/1633050]	Train Loss: 879.6183892343558	Time: 0:01:19.895646: : 50it [1:06:18, 79.58s/it]

  0%|          | 0/511 [00:00<?, ?it/s]
  0%|          | 1/511 [00:23<3:23:46, 23.97s/it]
  3%|▎         | 17/511 [00:24<08:19,  1.01s/it] 
  6%|▋         | 33/511 [00:24<03:25,  2.32it/s]
 10%|▉         | 50/511 [00:24<01:47,  4.31it/s]
 13%|█▎        | 66/511 [00:24<01:04,  6.89it/s]
 16%|█▌        | 83/511 [00:24<00:40, 10.67it/s]
 20%|█▉        | 101/511 [00:24<00:25, 16.08it/s]
 23%|██▎       | 118/511 [00:24<00:17, 22.78it/s]
 26%|██▋       | 135/511 [00:24<00:12, 31.33it/s]
 30%|██▉       | 152/511 [00:24<00:08, 41.86it/s]
 33%|███▎      | 169/511 [00:25<00:06, 54.12it/s]
 36%|███▋      | 186/511 [00:25<00:04, 67.82it/s]
 40%|███▉      | 203/511 [00:25<00:03, 81.62it/s]
 43%|████▎     | 219/511 [00:25<00:03, 94.80it/s]
 46%|████▌     | 235/511 [00:25<00:02, 106.88it/s]
 49%|████▉     | 251/511 [00:25<00:02, 117.76it/s]
 52%|█████▏    | 267/511 [00:25<00:01, 126.75it/s]
 55%|█████▌    | 283/511 [00:25<00:01, 133.22it/s]
 59%|█████▊    | 299/511 [00:25<00:01, 139.32it/s]
 62%|██████▏   | 315/511 [00:25<00:01, 142.89it/s]
 65%|██████▍   | 331/511 [00:26<00:01, 146.50it/s]
 68%|██████▊   | 347/511 [00:26<00:01, 148.86it/s]
 71%|███████   | 364/511 [00:26<00:00, 152.21it/s]
 74%|███████▍  | 380/511 [00:26<00:00, 153.84it/s]
 77%|███████▋  | 396/511 [00:26<00:00, 153.98it/s]
 81%|████████  | 412/511 [00:26<00:00, 154.20it/s]
 84%|████████▍ | 428/511 [00:26<00:00, 153.77it/s]
 87%|████████▋ | 444/511 [00:26<00:00, 153.33it/s]
 90%|█████████ | 460/511 [00:26<00:00, 154.12it/s]
 93%|█████████▎| 476/511 [00:26<00:00, 153.89it/s]
 96%|█████████▋| 492/511 [00:27<00:00, 153.64it/s]
100%|█████████▉| 509/511 [00:27<00:00, 156.37it/s]
100%|█████████▉| 509/511 [00:44<00:00, 156.37it/s]
100%|██████████| 511/511 [01:07<00:00,  7.60it/s] 

  0%|          | 0/511 [00:00<?, ?it/s]
  0%|          | 1/511 [00:23<3:16:11, 23.08s/it]
  3%|▎         | 16/511 [00:23<08:32,  1.04s/it] 
  7%|▋         | 34/511 [00:23<03:08,  2.52it/s]
 10%|█         | 52/511 [00:23<01:37,  4.70it/s]
 14%|█▎        | 70/511 [00:23<00:57,  7.72it/s]
 17%|█▋        | 88/511 [00:23<00:35, 11.84it/s]
 21%|██        | 106/511 [00:23<00:23, 17.40it/s]
 24%|██▍       | 124/511 [00:23<00:15, 24.68it/s]
 28%|██▊       | 142/511 [00:23<00:10, 33.99it/s]
 31%|███▏      | 160/511 [00:24<00:07, 45.42it/s]
 35%|███▍      | 178/511 [00:24<00:05, 58.65it/s]
 38%|███▊      | 196/511 [00:24<00:04, 73.42it/s]
 42%|████▏     | 214/511 [00:24<00:03, 89.04it/s]
 45%|████▌     | 232/511 [00:24<00:02, 104.58it/s]
 49%|████▉     | 250/511 [00:24<00:02, 118.12it/s]
 52%|█████▏    | 268/511 [00:24<00:01, 129.76it/s]
 56%|█████▌    | 286/511 [00:24<00:01, 138.21it/s]
 59%|█████▉    | 303/511 [00:24<00:01, 142.83it/s]
 63%|██████▎   | 320/511 [00:24<00:01, 145.19it/s]
 66%|██████▌   | 337/511 [00:25<00:01, 148.16it/s]
 69%|██████▉   | 354/511 [00:25<00:01, 151.71it/s]
 73%|███████▎  | 371/511 [00:25<00:00, 155.00it/s]
 76%|███████▌  | 388/511 [00:25<00:00, 158.11it/s]
 79%|███████▉  | 405/511 [00:25<00:00, 158.85it/s]
 83%|████████▎ | 422/511 [00:25<00:00, 157.39it/s]
 86%|████████▌ | 438/511 [00:25<00:00, 156.87it/s]
 89%|████████▉ | 454/511 [00:25<00:00, 156.62it/s]
 92%|█████████▏| 470/511 [00:25<00:00, 156.47it/s]
 95%|█████████▌| 486/511 [00:26<00:00, 154.93it/s]
 98%|█████████▊| 502/511 [00:26<00:00, 155.90it/s]
 98%|█████████▊| 502/511 [00:36<00:00, 155.90it/s]
100%|██████████| 511/511 [01:06<00:00,  7.72it/s] 
