
0it [00:00, ?it/s]
Epoch: [31/50]	 Seen Samples: [442432/714500]	Train Loss: 8492.257604487808	Time: 0:01:10.603876: : 32it [37:47, 70.93s/it]
Epoch: [32/50]	 Seen Samples: [456704/714500]	Train Loss: 8490.549318595851	Time: 0:01:10.804273: : 32it [37:47, 70.93s/it]
Epoch: [32/50]	 Seen Samples: [456704/714500]	Train Loss: 8490.549318595851	Time: 0:01:10.804273: : 33it [38:58, 70.90s/it]
Epoch: [33/50]	 Seen Samples: [470976/714500]	Train Loss: 8490.343964580998	Time: 0:01:10.818712: : 33it [38:58, 70.90s/it]
Epoch: [33/50]	 Seen Samples: [470976/714500]	Train Loss: 8490.343964580998	Time: 0:01:10.818712: : 34it [40:09, 70.85s/it]
Epoch: [34/50]	 Seen Samples: [485248/714500]	Train Loss: 8488.013096009669	Time: 0:01:10.737997: : 34it [40:09, 70.85s/it]
Epoch: [34/50]	 Seen Samples: [485248/714500]	Train Loss: 8488.013096009669	Time: 0:01:10.737997: : 35it [41:20, 70.85s/it]
Epoch: [35/50]	 Seen Samples: [499520/714500]	Train Loss: 8485.803997775365	Time: 0:01:10.863936: : 35it [41:20, 70.85s/it]
Epoch: [35/50]	 Seen Samples: [499520/714500]	Train Loss: 8485.803997775365	Time: 0:01:10.863936: : 36it [42:30, 70.78s/it]
Epoch: [36/50]	 Seen Samples: [513792/714500]	Train Loss: 8482.814987387892	Time: 0:01:10.614006: : 36it [42:30, 70.78s/it]
Epoch: [36/50]	 Seen Samples: [513792/714500]	Train Loss: 8482.814987387892	Time: 0:01:10.614006: : 37it [43:41, 70.66s/it]
Epoch: [37/50]	 Seen Samples: [528064/714500]	Train Loss: 8479.37199367643	Time: 0:01:10.359743: : 37it [43:41, 70.66s/it] 
Epoch: [37/50]	 Seen Samples: [528064/714500]	Train Loss: 8479.37199367643	Time: 0:01:10.359743: : 38it [44:51, 70.63s/it]
Epoch: [38/50]	 Seen Samples: [542336/714500]	Train Loss: 8481.252259669283	Time: 0:01:10.577362: : 38it [44:51, 70.63s/it]
Epoch: [38/50]	 Seen Samples: [542336/714500]	Train Loss: 8481.252259669283	Time: 0:01:10.577362: : 39it [46:02, 70.64s/it]
Epoch: [39/50]	 Seen Samples: [556608/714500]	Train Loss: 8478.959923714267	Time: 0:01:10.666680: : 39it [46:02, 70.64s/it]
Epoch: [39/50]	 Seen Samples: [556608/714500]	Train Loss: 8478.959923714267	Time: 0:01:10.666680: : 40it [47:13, 70.68s/it]
Epoch: [40/50]	 Seen Samples: [570880/714500]	Train Loss: 8477.897428093469	Time: 0:01:10.757458: : 40it [47:13, 70.68s/it]
Epoch: [40/50]	 Seen Samples: [570880/714500]	Train Loss: 8477.897428093469	Time: 0:01:10.757458: : 41it [48:23, 70.74s/it]
Epoch: [41/50]	 Seen Samples: [585152/714500]	Train Loss: 8478.318580524803	Time: 0:01:10.900861: : 41it [48:23, 70.74s/it]
Epoch: [41/50]	 Seen Samples: [585152/714500]	Train Loss: 8478.318580524803	Time: 0:01:10.900861: : 42it [49:35, 70.86s/it]
Epoch: [42/50]	 Seen Samples: [599424/714500]	Train Loss: 8472.428259879483	Time: 0:01:11.137131: : 42it [49:35, 70.86s/it]
Epoch: [42/50]	 Seen Samples: [599424/714500]	Train Loss: 8472.428259879483	Time: 0:01:11.137131: : 43it [50:46, 70.90s/it]
Epoch: [43/50]	 Seen Samples: [613696/714500]	Train Loss: 8477.188583853	Time: 0:01:11.000832: : 43it [50:46, 70.90s/it]   
Epoch: [43/50]	 Seen Samples: [613696/714500]	Train Loss: 8477.188583853	Time: 0:01:11.000832: : 44it [51:56, 70.86s/it]
Epoch: [44/50]	 Seen Samples: [627968/714500]	Train Loss: 8484.3843298942	Time: 0:01:10.762054: : 44it [51:56, 70.86s/it]
Epoch: [44/50]	 Seen Samples: [627968/714500]	Train Loss: 8484.3843298942	Time: 0:01:10.762054: : 45it [53:08, 71.20s/it]
Epoch: [45/50]	 Seen Samples: [642240/714500]	Train Loss: 8471.837268778027	Time: 0:01:11.984217: : 45it [53:08, 71.20s/it]
Epoch: [45/50]	 Seen Samples: [642240/714500]	Train Loss: 8471.837268778027	Time: 0:01:11.984217: : 46it [54:20, 71.28s/it]
Epoch: [46/50]	 Seen Samples: [656512/714500]	Train Loss: 8476.578545403587	Time: 0:01:11.467219: : 46it [54:20, 71.28s/it]
Epoch: [46/50]	 Seen Samples: [656512/714500]	Train Loss: 8476.578545403587	Time: 0:01:11.467219: : 47it [55:31, 71.18s/it]
Epoch: [47/50]	 Seen Samples: [670784/714500]	Train Loss: 8474.581558295964	Time: 0:01:10.954885: : 47it [55:31, 71.18s/it]
Epoch: [47/50]	 Seen Samples: [670784/714500]	Train Loss: 8474.581558295964	Time: 0:01:10.954885: : 48it [56:41, 71.02s/it]
Epoch: [48/50]	 Seen Samples: [685056/714500]	Train Loss: 8469.33219328055	Time: 0:01:10.657281: : 48it [56:41, 71.02s/it] 
Epoch: [48/50]	 Seen Samples: [685056/714500]	Train Loss: 8469.33219328055	Time: 0:01:10.657281: : 49it [57:52, 71.01s/it]
Epoch: [49/50]	 Seen Samples: [699328/714500]	Train Loss: 8473.625805773543	Time: 0:01:10.968670: : 49it [57:52, 71.01s/it]
Epoch: [49/50]	 Seen Samples: [699328/714500]	Train Loss: 8473.625805773543	Time: 0:01:10.968670: : 50it [59:04, 71.05s/it]
Epoch: [50/50]	 Seen Samples: [713600/714500]	Train Loss: 8470.000516746077	Time: 0:01:11.140904: : 50it [59:04, 71.05s/it]
Epoch: [50/50]	 Seen Samples: [713600/714500]	Train Loss: 8470.000516746077	Time: 0:01:11.140904: : 50it [59:04, 70.88s/it]

  0%|          | 0/224 [00:00<?, ?it/s]
  0%|          | 1/224 [00:24<1:29:19, 24.04s/it]
  7%|▋         | 16/224 [00:24<03:44,  1.08s/it] 
 15%|█▌        | 34/224 [00:24<01:18,  2.43it/s]
 23%|██▎       | 52/224 [00:24<00:38,  4.52it/s]
 32%|███▏      | 71/224 [00:24<00:20,  7.59it/s]
 40%|████      | 90/224 [00:24<00:11, 11.80it/s]
 49%|████▊     | 109/224 [00:24<00:06, 17.47it/s]
 57%|█████▋    | 127/224 [00:24<00:03, 24.55it/s]
 65%|██████▍   | 145/224 [00:24<00:02, 33.65it/s]
 73%|███████▎  | 163/224 [00:24<00:01, 44.79it/s]
 81%|████████  | 181/224 [00:25<00:00, 57.36it/s]
 89%|████████▉ | 199/224 [00:25<00:00, 70.97it/s]
 96%|█████████▋| 216/224 [00:25<00:00, 85.02it/s]
 96%|█████████▋| 216/224 [00:38<00:00, 85.02it/s]
100%|██████████| 224/224 [01:05<00:00,  3.43it/s]

  0%|          | 0/224 [00:00<?, ?it/s]
  0%|          | 1/224 [00:24<1:29:43, 24.14s/it]
  6%|▋         | 14/224 [00:24<04:20,  1.24s/it] 
 14%|█▍        | 32/224 [00:24<01:23,  2.30it/s]
 22%|██▏       | 49/224 [00:24<00:40,  4.27it/s]
 29%|██▉       | 66/224 [00:24<00:22,  7.01it/s]
 38%|███▊      | 84/224 [00:24<00:12, 10.98it/s]
 46%|████▌     | 102/224 [00:24<00:07, 16.36it/s]
 54%|█████▎    | 120/224 [00:24<00:04, 23.46it/s]
 62%|██████▏   | 138/224 [00:24<00:02, 32.50it/s]
 70%|██████▉   | 156/224 [00:25<00:01, 43.52it/s]
 77%|███████▋  | 173/224 [00:25<00:00, 55.68it/s]
 85%|████████▌ | 191/224 [00:25<00:00, 70.80it/s]
 93%|█████████▎| 209/224 [00:25<00:00, 86.78it/s]
 93%|█████████▎| 209/224 [00:43<00:00, 86.78it/s]
100%|██████████| 224/224 [01:05<00:00,  3.42it/s]
