
0it [00:00, ?it/s]
Epoch: [24/50]	 Seen Samples: [342528/714500]	Train Loss: 8836.204865733604	Time: 0:01:10.938800: : 25it [29:09, 70.29s/it]
Epoch: [25/50]	 Seen Samples: [356800/714500]	Train Loss: 8838.849195540219	Time: 0:01:10.827009: : 25it [29:09, 70.29s/it]
Epoch: [25/50]	 Seen Samples: [356800/714500]	Train Loss: 8838.849195540219	Time: 0:01:10.827009: : 26it [30:26, 72.40s/it]
Epoch: [26/50]	 Seen Samples: [371072/714500]	Train Loss: 8840.489772368974	Time: 0:01:17.324167: : 26it [30:26, 72.40s/it]
Epoch: [26/50]	 Seen Samples: [371072/714500]	Train Loss: 8840.489772368974	Time: 0:01:17.324167: : 27it [31:40, 72.76s/it]
Epoch: [27/50]	 Seen Samples: [385344/714500]	Train Loss: 8839.020383005185	Time: 0:01:13.593586: : 27it [31:40, 72.76s/it]
Epoch: [27/50]	 Seen Samples: [385344/714500]	Train Loss: 8839.020383005185	Time: 0:01:13.593586: : 28it [32:53, 72.78s/it]
Epoch: [28/50]	 Seen Samples: [399616/714500]	Train Loss: 8834.561022018637	Time: 0:01:12.827225: : 28it [32:53, 72.78s/it]
Epoch: [28/50]	 Seen Samples: [399616/714500]	Train Loss: 8834.561022018637	Time: 0:01:12.827225: : 29it [34:05, 72.56s/it]
Epoch: [29/50]	 Seen Samples: [413888/714500]	Train Loss: 8843.485675623599	Time: 0:01:12.060856: : 29it [34:05, 72.56s/it]
Epoch: [29/50]	 Seen Samples: [413888/714500]	Train Loss: 8843.485675623599	Time: 0:01:12.060856: : 30it [35:18, 72.69s/it]
Epoch: [30/50]	 Seen Samples: [428160/714500]	Train Loss: 8841.949400486967	Time: 0:01:12.984594: : 30it [35:18, 72.69s/it]
Epoch: [30/50]	 Seen Samples: [428160/714500]	Train Loss: 8841.949400486967	Time: 0:01:12.984594: : 31it [36:38, 74.89s/it]
Epoch: [31/50]	 Seen Samples: [442432/714500]	Train Loss: 8837.055528307175	Time: 0:01:20.040897: : 31it [36:38, 74.89s/it]
Epoch: [31/50]	 Seen Samples: [442432/714500]	Train Loss: 8837.055528307175	Time: 0:01:20.040897: : 32it [37:51, 74.38s/it]
Epoch: [32/50]	 Seen Samples: [456704/714500]	Train Loss: 8837.751990348233	Time: 0:01:13.167285: : 32it [37:51, 74.38s/it]
Epoch: [32/50]	 Seen Samples: [456704/714500]	Train Loss: 8837.751990348233	Time: 0:01:13.167285: : 33it [39:03, 73.77s/it]
Epoch: [33/50]	 Seen Samples: [470976/714500]	Train Loss: 8837.395753047926	Time: 0:01:12.340255: : 33it [39:03, 73.77s/it]
Epoch: [33/50]	 Seen Samples: [470976/714500]	Train Loss: 8837.395753047926	Time: 0:01:12.340255: : 34it [40:16, 73.43s/it]
Epoch: [34/50]	 Seen Samples: [485248/714500]	Train Loss: 8841.495327389293	Time: 0:01:12.657481: : 34it [40:16, 73.43s/it]
Epoch: [34/50]	 Seen Samples: [485248/714500]	Train Loss: 8841.495327389293	Time: 0:01:12.657481: : 35it [41:30, 73.57s/it]
Epoch: [35/50]	 Seen Samples: [499520/714500]	Train Loss: 8836.227031074832	Time: 0:01:13.879930: : 35it [41:30, 73.57s/it]
Epoch: [35/50]	 Seen Samples: [499520/714500]	Train Loss: 8836.227031074832	Time: 0:01:13.879930: : 36it [42:42, 73.17s/it]
Epoch: [36/50]	 Seen Samples: [513792/714500]	Train Loss: 8830.892549660173	Time: 0:01:12.245235: : 36it [42:42, 73.17s/it]
Epoch: [36/50]	 Seen Samples: [513792/714500]	Train Loss: 8830.892549660173	Time: 0:01:12.245235: : 37it [43:56, 73.41s/it]
Epoch: [37/50]	 Seen Samples: [528064/714500]	Train Loss: 8833.270980766536	Time: 0:01:13.978830: : 37it [43:56, 73.41s/it]
Epoch: [37/50]	 Seen Samples: [528064/714500]	Train Loss: 8833.270980766536	Time: 0:01:13.978830: : 38it [45:10, 73.48s/it]
Epoch: [38/50]	 Seen Samples: [542336/714500]	Train Loss: 8831.810450532512	Time: 0:01:13.650600: : 38it [45:10, 73.48s/it]
Epoch: [38/50]	 Seen Samples: [542336/714500]	Train Loss: 8831.810450532512	Time: 0:01:13.650600: : 39it [46:21, 72.75s/it]
Epoch: [39/50]	 Seen Samples: [556608/714500]	Train Loss: 8834.436753345712	Time: 0:01:11.035389: : 39it [46:21, 72.75s/it]
Epoch: [39/50]	 Seen Samples: [556608/714500]	Train Loss: 8834.436753345712	Time: 0:01:11.035389: : 40it [47:32, 72.19s/it]
Epoch: [40/50]	 Seen Samples: [570880/714500]	Train Loss: 8830.451673293863	Time: 0:01:10.890973: : 40it [47:32, 72.19s/it]
Epoch: [40/50]	 Seen Samples: [570880/714500]	Train Loss: 8830.451673293863	Time: 0:01:10.890973: : 41it [48:42, 71.74s/it]
Epoch: [41/50]	 Seen Samples: [585152/714500]	Train Loss: 8837.188082434137	Time: 0:01:10.691503: : 41it [48:42, 71.74s/it]
Epoch: [41/50]	 Seen Samples: [585152/714500]	Train Loss: 8837.188082434137	Time: 0:01:10.691503: : 42it [49:55, 71.90s/it]
Epoch: [42/50]	 Seen Samples: [599424/714500]	Train Loss: 8833.769673574132	Time: 0:01:12.277505: : 42it [49:55, 71.90s/it]
Epoch: [42/50]	 Seen Samples: [599424/714500]	Train Loss: 8833.769673574132	Time: 0:01:12.277505: : 43it [51:06, 71.64s/it]
Epoch: [43/50]	 Seen Samples: [613696/714500]	Train Loss: 8831.417090719591	Time: 0:01:11.026512: : 43it [51:06, 71.64s/it]
Epoch: [43/50]	 Seen Samples: [613696/714500]	Train Loss: 8831.417090719591	Time: 0:01:11.026512: : 44it [52:17, 71.49s/it]
Epoch: [44/50]	 Seen Samples: [627968/714500]	Train Loss: 8835.131264451373	Time: 0:01:11.149673: : 44it [52:17, 71.49s/it]
Epoch: [44/50]	 Seen Samples: [627968/714500]	Train Loss: 8835.131264451373	Time: 0:01:11.149673: : 45it [53:27, 71.23s/it]
Epoch: [45/50]	 Seen Samples: [642240/714500]	Train Loss: 8830.844420018217	Time: 0:01:10.604560: : 45it [53:27, 71.23s/it]
Epoch: [45/50]	 Seen Samples: [642240/714500]	Train Loss: 8830.844420018217	Time: 0:01:10.604560: : 46it [54:39, 71.26s/it]
Epoch: [46/50]	 Seen Samples: [656512/714500]	Train Loss: 8831.788241399243	Time: 0:01:11.341234: : 46it [54:39, 71.26s/it]
Epoch: [46/50]	 Seen Samples: [656512/714500]	Train Loss: 8831.788241399243	Time: 0:01:11.341234: : 47it [55:49, 70.99s/it]
Epoch: [47/50]	 Seen Samples: [670784/714500]	Train Loss: 8830.534087724216	Time: 0:01:10.360284: : 47it [55:49, 70.99s/it]
Epoch: [47/50]	 Seen Samples: [670784/714500]	Train Loss: 8830.534087724216	Time: 0:01:10.360284: : 48it [57:01, 71.17s/it]
Epoch: [48/50]	 Seen Samples: [685056/714500]	Train Loss: 8831.356443122899	Time: 0:01:11.598222: : 48it [57:01, 71.17s/it]
Epoch: [48/50]	 Seen Samples: [685056/714500]	Train Loss: 8831.356443122899	Time: 0:01:11.598222: : 49it [58:12, 71.26s/it]
Epoch: [49/50]	 Seen Samples: [699328/714500]	Train Loss: 8822.834888680633	Time: 0:01:11.449505: : 49it [58:12, 71.26s/it]
Epoch: [49/50]	 Seen Samples: [699328/714500]	Train Loss: 8822.834888680633	Time: 0:01:11.449505: : 50it [59:24, 71.55s/it]
Epoch: [50/50]	 Seen Samples: [713600/714500]	Train Loss: 8835.522800325813	Time: 0:01:12.244106: : 50it [59:24, 71.55s/it]
Epoch: [50/50]	 Seen Samples: [713600/714500]	Train Loss: 8835.522800325813	Time: 0:01:12.244106: : 50it [59:24, 71.30s/it]

  0%|          | 0/224 [00:00<?, ?it/s]
  0%|          | 1/224 [00:24<1:30:13, 24.27s/it]
  8%|▊         | 18/224 [00:24<03:18,  1.04it/s] 
 16%|█▌        | 35/224 [00:24<01:17,  2.43it/s]
 23%|██▎       | 52/224 [00:24<00:39,  4.39it/s]
 32%|███▏      | 71/224 [00:24<00:20,  7.44it/s]
 41%|████      | 91/224 [00:24<00:11, 11.84it/s]
 49%|████▊     | 109/224 [00:24<00:06, 17.16it/s]
 57%|█████▋    | 128/224 [00:24<00:03, 24.60it/s]
 66%|██████▌   | 147/224 [00:25<00:02, 34.09it/s]
 74%|███████▎  | 165/224 [00:25<00:01, 45.16it/s]
 82%|████████▏ | 183/224 [00:25<00:00, 58.13it/s]
 90%|████████▉ | 201/224 [00:25<00:00, 72.57it/s]
 99%|█████████▉| 222/224 [00:25<00:00, 92.42it/s]
 99%|█████████▉| 222/224 [00:36<00:00, 92.42it/s]
100%|██████████| 224/224 [01:05<00:00,  3.42it/s]

  0%|          | 0/224 [00:00<?, ?it/s]
  0%|          | 1/224 [00:23<1:29:02, 23.96s/it]
  6%|▌         | 13/224 [00:24<04:40,  1.33s/it] 
 15%|█▌        | 34/224 [00:24<01:15,  2.51it/s]
 25%|██▍       | 55/224 [00:24<00:34,  4.97it/s]
 33%|███▎      | 74/224 [00:24<00:18,  8.04it/s]
 42%|████▏     | 93/224 [00:24<00:11, 11.53it/s]
 48%|████▊     | 107/224 [00:24<00:07, 15.30it/s]
 56%|█████▌    | 125/224 [00:24<00:04, 22.03it/s]
 62%|██████▎   | 140/224 [00:25<00:02, 28.50it/s]
 69%|██████▉   | 155/224 [00:25<00:01, 37.11it/s]
 77%|███████▋  | 173/224 [00:25<00:01, 50.08it/s]
 85%|████████▍ | 190/224 [00:25<00:00, 63.82it/s]
 93%|█████████▎| 209/224 [00:25<00:00, 81.70it/s]
 93%|█████████▎| 209/224 [00:41<00:00, 81.70it/s]
100%|██████████| 224/224 [01:05<00:00,  3.41it/s]
