
0it [00:00, ?it/s]
Epoch: [10/50]	 Seen Samples: [326400/1633050]	Train Loss: 932.9106664321001	Time: 0:01:27.750989: : 11it [16:06, 88.23s/it]
Epoch: [11/50]	 Seen Samples: [359040/1633050]	Train Loss: 931.0919207404642	Time: 0:01:29.594390: : 11it [16:06, 88.23s/it]
Epoch: [11/50]	 Seen Samples: [359040/1633050]	Train Loss: 931.0919207404642	Time: 0:01:29.594390: : 12it [17:34, 88.20s/it]
Epoch: [12/50]	 Seen Samples: [391680/1633050]	Train Loss: 929.1531588685278	Time: 0:01:28.144061: : 12it [17:34, 88.20s/it]
Epoch: [12/50]	 Seen Samples: [391680/1633050]	Train Loss: 929.1531588685278	Time: 0:01:28.144061: : 13it [19:00, 87.57s/it]
Epoch: [13/50]	 Seen Samples: [424320/1633050]	Train Loss: 927.4836120605469	Time: 0:01:26.117614: : 13it [19:00, 87.57s/it]
Epoch: [13/50]	 Seen Samples: [424320/1633050]	Train Loss: 927.4836120605469	Time: 0:01:26.117614: : 14it [20:28, 87.48s/it]
Epoch: [14/50]	 Seen Samples: [456960/1633050]	Train Loss: 924.9042423023897	Time: 0:01:27.259764: : 14it [20:28, 87.48s/it]
Epoch: [14/50]	 Seen Samples: [456960/1633050]	Train Loss: 924.9042423023897	Time: 0:01:27.259764: : 15it [21:56, 87.63s/it]
Epoch: [15/50]	 Seen Samples: [489600/1633050]	Train Loss: 924.8294076956955	Time: 0:01:27.994243: : 15it [21:56, 87.63s/it]
Epoch: [15/50]	 Seen Samples: [489600/1633050]	Train Loss: 924.8294076956955	Time: 0:01:27.994243: : 16it [23:21, 87.10s/it]
Epoch: [16/50]	 Seen Samples: [522240/1633050]	Train Loss: 925.4006534352022	Time: 0:01:25.853312: : 16it [23:21, 87.10s/it]
Epoch: [16/50]	 Seen Samples: [522240/1633050]	Train Loss: 925.4006534352022	Time: 0:01:25.853312: : 17it [24:49, 87.23s/it]
Epoch: [17/50]	 Seen Samples: [554880/1633050]	Train Loss: 924.639762728822	Time: 0:01:27.546522: : 17it [24:49, 87.23s/it] 
Epoch: [17/50]	 Seen Samples: [554880/1633050]	Train Loss: 924.639762728822	Time: 0:01:27.546522: : 18it [26:22, 88.89s/it]
Epoch: [18/50]	 Seen Samples: [587520/1633050]	Train Loss: 922.4796031278722	Time: 0:01:32.744320: : 18it [26:22, 88.89s/it]
Epoch: [18/50]	 Seen Samples: [587520/1633050]	Train Loss: 922.4796031278722	Time: 0:01:32.744320: : 19it [27:50, 88.57s/it]
Epoch: [19/50]	 Seen Samples: [620160/1633050]	Train Loss: 922.0776429419424	Time: 0:01:27.838992: : 19it [27:50, 88.57s/it]
Epoch: [19/50]	 Seen Samples: [620160/1633050]	Train Loss: 922.0776429419424	Time: 0:01:27.838992: : 20it [29:19, 88.91s/it]
Epoch: [20/50]	 Seen Samples: [652800/1633050]	Train Loss: 921.4736244351257	Time: 0:01:29.703872: : 20it [29:19, 88.91s/it]
Epoch: [20/50]	 Seen Samples: [652800/1633050]	Train Loss: 921.4736244351257	Time: 0:01:29.703872: : 21it [30:43, 87.28s/it]
Epoch: [21/50]	 Seen Samples: [685440/1633050]	Train Loss: 920.4108095655255	Time: 0:01:23.455231: : 21it [30:43, 87.28s/it]
Epoch: [21/50]	 Seen Samples: [685440/1633050]	Train Loss: 920.4108095655255	Time: 0:01:23.455231: : 22it [32:10, 87.30s/it]
Epoch: [22/50]	 Seen Samples: [718080/1633050]	Train Loss: 920.6191687490426	Time: 0:01:27.373436: : 22it [32:10, 87.30s/it]
Epoch: [22/50]	 Seen Samples: [718080/1633050]	Train Loss: 920.6191687490426	Time: 0:01:27.373436: : 23it [33:36, 86.92s/it]
Epoch: [23/50]	 Seen Samples: [750720/1633050]	Train Loss: 918.9864604875153	Time: 0:01:26.013928: : 23it [33:36, 86.92s/it]
Epoch: [23/50]	 Seen Samples: [750720/1633050]	Train Loss: 918.9864604875153	Time: 0:01:26.013928: : 24it [35:05, 87.37s/it]
Epoch: [24/50]	 Seen Samples: [783360/1633050]	Train Loss: 919.6270291197534	Time: 0:01:28.431066: : 24it [35:05, 87.37s/it]
Epoch: [24/50]	 Seen Samples: [783360/1633050]	Train Loss: 919.6270291197534	Time: 0:01:28.431066: : 25it [36:31, 87.07s/it]
Epoch: [25/50]	 Seen Samples: [816000/1633050]	Train Loss: 917.765094353171	Time: 0:01:26.355609: : 25it [36:31, 87.07s/it] 
Epoch: [25/50]	 Seen Samples: [816000/1633050]	Train Loss: 917.765094353171	Time: 0:01:26.355609: : 26it [38:01, 88.06s/it]
Epoch: [26/50]	 Seen Samples: [848640/1633050]	Train Loss: 918.597510842716	Time: 0:01:30.387665: : 26it [38:01, 88.06s/it]
Epoch: [26/50]	 Seen Samples: [848640/1633050]	Train Loss: 918.597510842716	Time: 0:01:30.387665: : 27it [39:33, 89.23s/it]
Epoch: [27/50]	 Seen Samples: [881280/1633050]	Train Loss: 920.2961994245941	Time: 0:01:31.941932: : 27it [39:33, 89.23s/it]
Epoch: [27/50]	 Seen Samples: [881280/1633050]	Train Loss: 920.2961994245941	Time: 0:01:31.941932: : 28it [41:02, 89.17s/it]
Epoch: [28/50]	 Seen Samples: [913920/1633050]	Train Loss: 917.8711505964691	Time: 0:01:29.021503: : 28it [41:02, 89.17s/it]
Epoch: [28/50]	 Seen Samples: [913920/1633050]	Train Loss: 917.8711505964691	Time: 0:01:29.021503: : 29it [42:33, 89.77s/it]
Epoch: [29/50]	 Seen Samples: [946560/1633050]	Train Loss: 915.9851835363052	Time: 0:01:31.176605: : 29it [42:33, 89.77s/it]
Epoch: [29/50]	 Seen Samples: [946560/1633050]	Train Loss: 915.9851835363052	Time: 0:01:31.176605: : 30it [44:05, 90.33s/it]
Epoch: [30/50]	 Seen Samples: [979200/1633050]	Train Loss: 918.4198071049709	Time: 0:01:31.644821: : 30it [44:05, 90.33s/it]
Epoch: [30/50]	 Seen Samples: [979200/1633050]	Train Loss: 918.4198071049709	Time: 0:01:31.644821: : 31it [45:39, 91.27s/it]
Epoch: [31/50]	 Seen Samples: [1011840/1633050]	Train Loss: 917.3787402583104	Time: 0:01:33.466853: : 31it [45:39, 91.27s/it]
Epoch: [31/50]	 Seen Samples: [1011840/1633050]	Train Loss: 917.3787402583104	Time: 0:01:33.466853: : 32it [47:07, 90.33s/it]
Epoch: [32/50]	 Seen Samples: [1044480/1633050]	Train Loss: 915.6577768363205	Time: 0:01:28.129891: : 32it [47:07, 90.33s/it]
Epoch: [32/50]	 Seen Samples: [1044480/1633050]	Train Loss: 915.6577768363205	Time: 0:01:28.129891: : 33it [48:38, 90.59s/it]
Epoch: [33/50]	 Seen Samples: [1077120/1633050]	Train Loss: 915.674867996515	Time: 0:01:31.207747: : 33it [48:38, 90.59s/it] 
Epoch: [33/50]	 Seen Samples: [1077120/1633050]	Train Loss: 915.674867996515	Time: 0:01:31.207747: : 34it [50:06, 89.79s/it]
Epoch: [34/50]	 Seen Samples: [1109760/1633050]	Train Loss: 914.0836768056832	Time: 0:01:27.912567: : 34it [50:06, 89.79s/it]
Epoch: [34/50]	 Seen Samples: [1109760/1633050]	Train Loss: 914.0836768056832	Time: 0:01:27.912567: : 35it [51:32, 88.69s/it]
Epoch: [35/50]	 Seen Samples: [1142400/1633050]	Train Loss: 914.6564730775123	Time: 0:01:26.111129: : 35it [51:32, 88.69s/it]
Epoch: [35/50]	 Seen Samples: [1142400/1633050]	Train Loss: 914.6564730775123	Time: 0:01:26.111129: : 36it [53:00, 88.63s/it]
Epoch: [36/50]	 Seen Samples: [1175040/1633050]	Train Loss: 913.7896850585937	Time: 0:01:28.498009: : 36it [53:00, 88.63s/it]
Epoch: [36/50]	 Seen Samples: [1175040/1633050]	Train Loss: 913.7896850585937	Time: 0:01:28.498009: : 37it [54:32, 89.45s/it]
Epoch: [37/50]	 Seen Samples: [1207680/1633050]	Train Loss: 913.0992583630132	Time: 0:01:31.350838: : 37it [54:32, 89.45s/it]
Epoch: [37/50]	 Seen Samples: [1207680/1633050]	Train Loss: 913.0992583630132	Time: 0:01:31.350838: : 38it [56:00, 89.12s/it]
Epoch: [38/50]	 Seen Samples: [1240320/1633050]	Train Loss: 913.7371632295497	Time: 0:01:28.343269: : 38it [56:00, 89.12s/it]
Epoch: [38/50]	 Seen Samples: [1240320/1633050]	Train Loss: 913.7371632295497	Time: 0:01:28.343269: : 39it [57:31, 89.77s/it]
Epoch: [39/50]	 Seen Samples: [1272960/1633050]	Train Loss: 914.9222054275812	Time: 0:01:31.300794: : 39it [57:31, 89.77s/it]
Epoch: [39/50]	 Seen Samples: [1272960/1633050]	Train Loss: 914.9222054275812	Time: 0:01:31.300794: : 40it [58:57, 88.64s/it]
Epoch: [40/50]	 Seen Samples: [1305600/1633050]	Train Loss: 912.5873708687576	Time: 0:01:26.010979: : 40it [58:57, 88.64s/it]
Epoch: [40/50]	 Seen Samples: [1305600/1633050]	Train Loss: 912.5873708687576	Time: 0:01:26.010979: : 41it [1:00:26, 88.72s/it]
Epoch: [41/50]	 Seen Samples: [1338240/1633050]	Train Loss: 915.3308649998086	Time: 0:01:28.901144: : 41it [1:00:26, 88.72s/it]
Epoch: [41/50]	 Seen Samples: [1338240/1633050]	Train Loss: 915.3308649998086	Time: 0:01:28.901144: : 42it [1:01:59, 89.90s/it]
Epoch: [42/50]	 Seen Samples: [1370880/1633050]	Train Loss: 913.1795140883502	Time: 0:01:32.651173: : 42it [1:01:59, 89.90s/it]
Epoch: [42/50]	 Seen Samples: [1370880/1633050]	Train Loss: 913.1795140883502	Time: 0:01:32.651173: : 43it [1:03:32, 90.83s/it]
Epoch: [43/50]	 Seen Samples: [1403520/1633050]	Train Loss: 912.077067416322	Time: 0:01:32.990287: : 43it [1:03:32, 90.83s/it] 
Epoch: [43/50]	 Seen Samples: [1403520/1633050]	Train Loss: 912.077067416322	Time: 0:01:32.990287: : 44it [1:05:02, 90.71s/it]
Epoch: [44/50]	 Seen Samples: [1436160/1633050]	Train Loss: 910.9094177246094	Time: 0:01:30.423783: : 44it [1:05:02, 90.71s/it]
Epoch: [44/50]	 Seen Samples: [1436160/1633050]	Train Loss: 910.9094177246094	Time: 0:01:30.423783: : 45it [1:06:38, 92.08s/it]
Epoch: [45/50]	 Seen Samples: [1468800/1633050]	Train Loss: 911.4696768966376	Time: 0:01:35.293709: : 45it [1:06:38, 92.08s/it]
Epoch: [45/50]	 Seen Samples: [1468800/1633050]	Train Loss: 911.4696768966376	Time: 0:01:35.293709: : 46it [1:08:05, 90.78s/it]
Epoch: [46/50]	 Seen Samples: [1501440/1633050]	Train Loss: 911.3178511077283	Time: 0:01:27.728080: : 46it [1:08:05, 90.78s/it]
Epoch: [46/50]	 Seen Samples: [1501440/1633050]	Train Loss: 911.3178511077283	Time: 0:01:27.728080: : 47it [1:09:37, 90.89s/it]
Epoch: [47/50]	 Seen Samples: [1534080/1633050]	Train Loss: 911.2526113472733	Time: 0:01:31.163911: : 47it [1:09:37, 90.89s/it]
Epoch: [47/50]	 Seen Samples: [1534080/1633050]	Train Loss: 911.2526113472733	Time: 0:01:31.163911: : 48it [1:11:06, 90.31s/it]
Epoch: [48/50]	 Seen Samples: [1566720/1633050]	Train Loss: 911.1782057818244	Time: 0:01:28.950881: : 48it [1:11:06, 90.31s/it]
Epoch: [48/50]	 Seen Samples: [1566720/1633050]	Train Loss: 911.1782057818244	Time: 0:01:28.950881: : 49it [1:12:37, 90.70s/it]
Epoch: [49/50]	 Seen Samples: [1599360/1633050]	Train Loss: 911.5290018717448	Time: 0:01:31.603024: : 49it [1:12:37, 90.70s/it]
Epoch: [49/50]	 Seen Samples: [1599360/1633050]	Train Loss: 911.5290018717448	Time: 0:01:31.603024: : 50it [1:14:08, 90.77s/it]
Epoch: [50/50]	 Seen Samples: [1632000/1633050]	Train Loss: 912.3017129337086	Time: 0:01:30.926607: : 50it [1:14:08, 90.77s/it]
Epoch: [50/50]	 Seen Samples: [1632000/1633050]	Train Loss: 912.3017129337086	Time: 0:01:30.926607: : 50it [1:14:08, 88.97s/it]

  0%|          | 0/511 [00:00<?, ?it/s]
  0%|          | 1/511 [00:26<3:47:31, 26.77s/it]
  2%|▏         | 9/511 [00:26<18:07,  2.17s/it]  
  4%|▍         | 20/511 [00:26<06:21,  1.29it/s]
  6%|▌         | 31/511 [00:27<03:16,  2.44it/s]
  8%|▊         | 41/511 [00:27<02:00,  3.89it/s]
 10%|▉         | 51/511 [00:27<01:19,  5.76it/s]
 12%|█▏        | 61/511 [00:27<00:53,  8.41it/s]
 14%|█▍        | 71/511 [00:27<00:36, 11.94it/s]
 16%|█▌        | 81/511 [00:27<00:26, 16.52it/s]
 18%|█▊        | 91/511 [00:27<00:18, 22.21it/s]
 20%|█▉        | 101/511 [00:27<00:14, 28.99it/s]
 22%|██▏       | 111/511 [00:28<00:10, 36.66it/s]
 24%|██▎       | 121/511 [00:28<00:08, 44.83it/s]
 26%|██▌       | 131/511 [00:28<00:07, 52.62it/s]
 28%|██▊       | 141/511 [00:28<00:06, 59.97it/s]
 30%|██▉       | 152/511 [00:28<00:05, 68.97it/s]
 32%|███▏      | 162/511 [00:28<00:04, 74.80it/s]
 34%|███▎      | 172/511 [00:28<00:04, 80.47it/s]
 36%|███▌      | 182/511 [00:28<00:03, 84.53it/s]
 38%|███▊      | 193/511 [00:28<00:03, 90.00it/s]
 40%|███▉      | 204/511 [00:29<00:03, 93.81it/s]
 42%|████▏     | 214/511 [00:29<00:03, 95.40it/s]
 44%|████▍     | 224/511 [00:29<00:03, 93.37it/s]
 46%|████▌     | 234/511 [00:29<00:03, 91.55it/s]
 48%|████▊     | 245/511 [00:29<00:02, 94.26it/s]
 50%|████▉     | 255/511 [00:29<00:02, 95.59it/s]
 52%|█████▏    | 265/511 [00:29<00:02, 93.10it/s]
 54%|█████▍    | 275/511 [00:29<00:02, 90.61it/s]
 56%|█████▌    | 285/511 [00:29<00:02, 90.78it/s]
 58%|█████▊    | 295/511 [00:29<00:02, 92.89it/s]
 60%|█████▉    | 305/511 [00:30<00:02, 94.06it/s]
 62%|██████▏   | 315/511 [00:30<00:02, 95.61it/s]
 64%|██████▎   | 325/511 [00:30<00:01, 96.24it/s]
 66%|██████▌   | 335/511 [00:30<00:01, 96.32it/s]
 68%|██████▊   | 345/511 [00:30<00:01, 96.39it/s]
 69%|██████▉   | 355/511 [00:30<00:01, 94.59it/s]
 71%|███████▏  | 365/511 [00:30<00:01, 93.15it/s]
 73%|███████▎  | 375/511 [00:30<00:01, 94.46it/s]
 75%|███████▌  | 385/511 [00:30<00:01, 95.61it/s]
 77%|███████▋  | 395/511 [00:31<00:01, 94.70it/s]
 79%|███████▉  | 405/511 [00:31<00:01, 94.22it/s]
 81%|████████  | 415/511 [00:31<00:01, 95.05it/s]
 83%|████████▎ | 425/511 [00:31<00:00, 95.85it/s]
 85%|████████▌ | 435/511 [00:31<00:00, 97.05it/s]
 87%|████████▋ | 445/511 [00:31<00:00, 96.95it/s]
 89%|████████▉ | 455/511 [00:31<00:00, 97.18it/s]
 91%|█████████ | 465/511 [00:31<00:00, 80.41it/s]
 93%|█████████▎| 475/511 [00:31<00:00, 84.14it/s]
 95%|█████████▍| 485/511 [00:32<00:00, 87.32it/s]
 97%|█████████▋| 495/511 [00:32<00:00, 89.54it/s]
 99%|█████████▉| 506/511 [00:32<00:00, 94.31it/s]
 99%|█████████▉| 506/511 [00:43<00:00, 94.31it/s]
100%|██████████| 511/511 [01:12<00:00,  7.07it/s]

  0%|          | 0/511 [00:00<?, ?it/s]
  0%|          | 1/511 [00:26<3:46:08, 26.60s/it]
  2%|▏         | 9/511 [00:26<18:00,  2.15s/it]  
  4%|▎         | 19/511 [00:26<06:44,  1.22it/s]
  6%|▌         | 30/511 [00:26<03:22,  2.38it/s]
  8%|▊         | 40/511 [00:27<02:02,  3.84it/s]
 10%|▉         | 50/511 [00:27<01:18,  5.85it/s]
 12%|█▏        | 60/511 [00:27<00:52,  8.57it/s]
 14%|█▎        | 70/511 [00:27<00:37, 11.82it/s]
 16%|█▌        | 80/511 [00:27<00:26, 16.40it/s]
 18%|█▊        | 90/511 [00:27<00:18, 22.18it/s]
 20%|█▉        | 100/511 [00:27<00:14, 29.02it/s]
 22%|██▏       | 111/511 [00:27<00:10, 37.85it/s]
 24%|██▍       | 122/511 [00:27<00:08, 47.18it/s]
 26%|██▌       | 133/511 [00:28<00:06, 56.53it/s]
 28%|██▊       | 143/511 [00:28<00:05, 64.16it/s]
 30%|██▉       | 153/511 [00:28<00:05, 70.25it/s]
 32%|███▏      | 163/511 [00:28<00:04, 76.60it/s]
 34%|███▍      | 173/511 [00:28<00:04, 82.19it/s]
 36%|███▌      | 183/511 [00:28<00:03, 85.93it/s]
 38%|███▊      | 193/511 [00:28<00:03, 89.41it/s]
 40%|███▉      | 203/511 [00:28<00:03, 91.66it/s]
 42%|████▏     | 213/511 [00:28<00:03, 92.62it/s]
 44%|████▎     | 223/511 [00:29<00:03, 94.62it/s]
 46%|████▌     | 233/511 [00:29<00:02, 95.76it/s]
 48%|████▊     | 243/511 [00:29<00:02, 95.23it/s]
 50%|████▉     | 253/511 [00:29<00:02, 95.46it/s]
 51%|█████▏    | 263/511 [00:29<00:02, 96.17it/s]
 53%|█████▎    | 273/511 [00:29<00:02, 97.01it/s]
 55%|█████▌    | 283/511 [00:29<00:02, 97.32it/s]
 57%|█████▋    | 293/511 [00:29<00:02, 97.03it/s]
 59%|█████▉    | 304/511 [00:29<00:02, 98.20it/s]
 61%|██████▏   | 314/511 [00:29<00:02, 98.40it/s]
 63%|██████▎   | 324/511 [00:30<00:01, 98.57it/s]
 65%|██████▌   | 334/511 [00:30<00:01, 98.90it/s]
 67%|██████▋   | 344/511 [00:30<00:01, 97.84it/s]
 69%|██████▉   | 354/511 [00:30<00:01, 96.75it/s]
 71%|███████▏  | 365/511 [00:30<00:01, 97.85it/s]
 74%|███████▎  | 376/511 [00:30<00:01, 98.98it/s]
 76%|███████▌  | 387/511 [00:30<00:01, 99.17it/s]
 78%|███████▊  | 397/511 [00:30<00:01, 99.12it/s]
 80%|███████▉  | 407/511 [00:30<00:01, 98.64it/s]
 82%|████████▏ | 418/511 [00:30<00:00, 100.08it/s]
 84%|████████▍ | 429/511 [00:31<00:00, 99.85it/s] 
 86%|████████▌ | 440/511 [00:31<00:00, 100.18it/s]
 88%|████████▊ | 451/511 [00:31<00:00, 100.09it/s]
 90%|█████████ | 462/511 [00:31<00:00, 92.11it/s] 
 92%|█████████▏| 472/511 [00:31<00:00, 94.08it/s]
 95%|█████████▍| 483/511 [00:31<00:00, 96.05it/s]
 96%|█████████▋| 493/511 [00:31<00:00, 97.12it/s]
 99%|█████████▊| 504/511 [00:31<00:00, 100.26it/s]
 99%|█████████▊| 504/511 [00:51<00:00, 100.26it/s]
100%|██████████| 511/511 [01:11<00:00,  7.10it/s] 
